Unnamed: 0,pictureName,Diseases,original_path,original_background,original_disease,disease_clean,background_clean,disease_label,background_label,is_augmented,augmentation_type,original_image,split
30.0,bsf_36.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_36.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_36.jpg,test
31.0,bsf_37.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_37.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_37.jpg,validation
32.0,bsf_38.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_38.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_38.jpg,train
33.0,bsf_39.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_39.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_39.jpg,test
34.0,bsf_4.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_4.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_4.jpg,train
35.0,bsf_40.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_40.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_40.jpg,train
36.0,bsf_41.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_41.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_41.jpg,train
37.0,bsf_42.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_42.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_42.jpg,train
38.0,bsf_43.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_43.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_43.jpg,train
39.0,bsf_44.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_44.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_44.jpg,test
40.0,bsf_45.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_45.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_45.jpg,train
41.0,bsf_46.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_46.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_46.jpg,train
42.0,bsf_47.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_47.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_47.jpg,train
43.0,bsf_48.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_48.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_48.jpg,train
44.0,bsf_5.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_5.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_5.jpg,test
45.0,bsf_6.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_6.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_6.jpg,train
46.0,bsf_7.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_7.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_7.jpg,train
47.0,bsf_8.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_8.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_8.jpg,train
48.0,bsf_9.jpg,Browon Spot(Feild Background),./Dhan-Shomadhan/Field Background\Browon Spot\bsf_9.jpg,Feild Background,Browon Spot,Brown Spot,Field Background,0,0,False,original,bsf_9.jpg,train
49.0,lsf_0.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_0.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_0.jpg,train
50.0,lsf_1.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_1.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_1.jpg,train
51.0,lsf_10.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_10.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_10.jpg,test
52.0,lsf_11.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_11.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_11.jpg,validation
53.0,lsf_12.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_12.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_12.jpg,train
54.0,lsf_13.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_13.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_13.jpg,validation
55.0,lsf_14.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_14.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_14.jpg,train
56.0,lsf_15.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_15.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_15.jpg,validation
57.0,lsf_16.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_16.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_16.jpg,train
58.0,lsf_17.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_17.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_17.jpg,validation
59.0,lsf_18.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_18.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_18.jpg,test
60.0,lsf_19.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_19.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_19.jpg,train
61.0,lsf_2.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_2.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_2.jpg,train
62.0,lsf_20.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_20.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_20.jpg,train
63.0,lsf_21.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_21.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_21.jpg,train
64.0,lsf_22.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_22.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_22.jpg,train
65.0,lsf_23.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_23.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_23.jpg,train
66.0,lsf_24.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_24.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_24.jpg,train
67.0,lsf_25.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_25.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_25.jpg,train
68.0,lsf_26.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_26.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_26.jpg,train
69.0,lsf_27.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_27.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_27.jpg,train
70.0,lsf_28.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_28.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_28.jpg,train
71.0,lsf_29.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_29.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_29.jpg,train
72.0,lsf_3.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_3.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_3.jpg,validation
73.0,lsf_30.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_30.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_30.jpg,train
74.0,lsf_31.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_31.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_31.jpg,validation
75.0,lsf_32.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_32.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_32.jpg,train
76.0,lsf_33.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_33.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_33.jpg,train
77.0,lsf_34.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_34.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_34.jpg,train
78.0,lsf_35.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_35.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_35.jpg,validation
79.0,lsf_36.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_36.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_36.jpg,test
80.0,lsf_37.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_37.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_37.jpg,validation
81.0,lsf_38.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_38.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_38.jpg,train
82.0,lsf_39.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_39.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_39.jpg,test
83.0,lsf_4.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_4.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_4.jpg,train
84.0,lsf_40.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_40.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_40.jpg,train
85.0,lsf_41.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_41.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_41.jpg,train
86.0,lsf_42.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_42.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_42.jpg,train
87.0,lsf_43.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_43.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_43.jpg,train
88.0,lsf_44.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_44.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_44.jpg,test
89.0,lsf_45.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_45.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_45.jpg,train
90.0,lsf_46.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_46.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_46.jpg,train
91.0,lsf_47.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_47.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_47.jpg,train
92.0,lsf_48.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_48.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_48.jpg,train
93.0,lsf_49.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_49.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_49.jpg,test
94.0,lsf_5.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_5.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_5.jpg,train
95.0,lsf_50.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_50.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_50.jpg,train
96.0,lsf_51.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_51.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_51.jpg,train
97.0,lsf_52.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_52.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_52.jpg,train
98.0,lsf_53.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_53.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_53.jpg,validation
99.0,lsf_54.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_54.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_54.jpg,train
100.0,lsf_55.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_55.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_55.jpg,train
101.0,lsf_56.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_56.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_56.jpg,train
102.0,lsf_57.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_57.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_57.jpg,train
103.0,lsf_58.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_58.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_58.jpg,validation
104.0,lsf_59.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_59.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_59.jpg,validation
105.0,lsf_6.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_6.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_6.jpg,train
106.0,lsf_60.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_60.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_60.jpg,train
107.0,lsf_61.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_61.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_61.jpg,train
108.0,lsf_62.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_62.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_62.jpg,validation
109.0,lsf_63.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_63.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_63.jpg,validation
110.0,lsf_64.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_64.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_64.jpg,train
111.0,lsf_65.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_65.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_65.jpg,train
112.0,lsf_66.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_66.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_66.jpg,validation
113.0,lsf_67.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_67.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_67.jpg,train
114.0,lsf_68.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_68.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_68.jpg,test
115.0,lsf_69.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_69.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_69.jpg,validation
116.0,lsf_7.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_7.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_7.jpg,test
117.0,lsf_70.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_70.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_70.jpg,train
118.0,lsf_71.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_71.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_71.jpg,train
119.0,lsf_72.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_72.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_72.jpg,test
120.0,lsf_73.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_73.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_73.jpg,train
121.0,lsf_8.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_8.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_8.jpg,test
122.0,lsf_9.jpg,Leaf Scaled(Feild Background),./Dhan-Shomadhan/Field Background\Leaf Scaled\lsf_9.jpg,Feild Background,Leaf Scaled,Leaf Scald,Field Background,1,0,False,original,lsf_9.jpg,train
123.0,rbf_0.jpg,Rice Blast(Feild Background),./Dhan-Shomadhan/Field Background\Rice Blast\rbf_0.jpg,Feild Background,Rice Blast,Rice Blast,Field Background,2,0,False,original,rbf_0.jpg,train
